"FID";"OBJECTID";"AmbulanceR";"BikeAge_Gr";"Bike_Age";"Bike_Alc_D";"Bike_Dir";"Bike_Injur";"Bike_Pos";"Bike_Race";"Bike_Sex";"City";"County";"CrashAlcoh";"CrashDay";"Crash_Date";"Crash_Grp";"Crash_Hour";"Crash_Loc";"Crash_Mont";"Crash_Time";"Crash_Type";"Crash_Ty_1";"Crash_Year";"Crsh_Sevri";"Developmen";"DrvrAge_Gr";"Drvr_Age";"Drvr_Alc_D";"Drvr_EstSp";"Drvr_Injur";"Drvr_Race";"Drvr_Sex";"Drvr_VehTy";"ExcsSpdInd";"Hit_Run";"Light_Cond";"Locality";"Num_Lanes";"Num_Units";"Rd_Charact";"Rd_Class";"Rd_Conditi";"Rd_Config";"Rd_Defects";"Rd_Feature";"Rd_Surface";"Region";"Rural_Urba";"Speed_Limi";"Traff_Cntr";"Weather";"Workzone_I";"Location"
"3036";100;101;"Yes";"15-Nov";14;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"Black";"Male";"Charlotte";"Mecklenburg";"No";"01-01-05";2009-04-03;"Bicyclist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";"01-04-01";1-01-01 17:17:58;"Bicyclist Ride Through - Sign-Controlled Intersection";111144;2009;"A: Disabling Injury";"Residential";"25-29";26;"No";"21-25 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Bottom";"Local Street";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop Sign";"Clear";"No";"35.234154, -80.81914"
"3037";109;110;"Yes";"40-49";44;"No";"Facing Traffic";"B: Evident Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Wilmington";"New Hanover";"No";NA;2009-04-06;"Bicyclist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";"01-04-01";1-01-01 17:05:58;"Bicyclist Ride Through - Sign-Controlled Intersection";132144;2009;"B: Evident Injury";"Commercial";"40-49";44;"No";NA;"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Coastal";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"34.23898, -77.94661"
"3038";120;121;"No";"10-Jun";7;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Spencer";"Rowan";"No";"01-01-02";2009-04-14;"Bicyclist Failed to Yield - Sign-Controlled Intersection";19;"Intersection";"01-04-01";1-01-01 19:31:58;"Bicyclist Ride Through - Sign-Controlled Intersection";111144;2009;"B: Evident Injury";"Residential";"40-49";46;"No";"16-20 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dusk";"Urban (>70% Developed)";"2 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Rural";"20 - 25  MPH";"Stop Sign";"Clear";"No";"35.688663, -80.4397"
"3039";122;123;"Yes";"20-24";21;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Pitt";"No";"01-01-05";2009-04-24;"Backing Vehicle";15;"Non-Intersection";"01-04-01";1-01-01 15:25:58;"Backing Vehicle";311600;2009;"B: Evident Injury";"Farms, Woods, Pastures";"25-29";29;"No";"0-5 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"Driveway, Private";"Smooth Asphalt";"Coastal";"Rural";"50 - 55  MPH";"No Control Present";"Clear";"No";"35.577713, -77.46039"
"3040";124;125;"No";"30-39";36;"No";"Facing Traffic";"C: Possible Injury";"Travel Lane";"Asian";"Male";"Raleigh";"Wake";"No";NA;2009-03-23;"Motorist Failed to Yield - Sign-Controlled Intersection";7;"Intersection";"01-03-01";1-01-01 07:37:58;"Motorist Drive Out - Sign-Controlled Intersection";112141;2009;"C: Possible Injury";"Residential";"25-29";28;"No";"0-5 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"3 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop Sign";"Clear";"No";"35.79967, -78.68372"
"3041";127;128;"Yes";"40-49";47;"No";"With Traffic";"K: Killed";"Travel Lane";"Black";"Male";"Elizabeth City";"Pasquotank";"No";NA;2009-04-13;"Motorist Overtaking Bicyclist";1;"Non-Intersection";"01-04-01";1-01-01 01:35:58;"Motorist Overtaking - Other /";311239;2009;"K: Killed";"Commercial";"20-24";24;"No";"46-50 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Urban";"50 - 55  MPH";"No Control Present";"Clear";"No";"36.284145, -76.23578"
"3042";131;132;"Yes";"30-39";36;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Charlotte";"Mecklenburg";"No";"01-01-04";2009-04-23;"Motorist Overtaking Bicyclist";7;"Non-Intersection";"01-04-01";1-01-01 07:29:58;"Motorist Overtaking - Other /";311239;2009;"C: Possible Injury";"Residential";"25-29";25;"No";"41-45 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Clear";"No";"35.282616, -80.73358"
"3043";134;135;"Yes";"30-39";36;"No";"With Traffic";"A: Disabling Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Guilford";"No";"01-01-03";2009-04-29;"Motorist Left Turn / Merge";6;"Intersection";"01-04-01";1-01-01 06:23:58;"Motorist Left Turn - Opposite Direction";111212;2009;"A: Disabling Injury";"Commercial";"30-39";33;"No";"41-45 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dawn";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Level";"NC Route";"Dry";"Two-Way, Not Divided";"None";"Driveway, Public";"Smooth Asphalt";"Piedmont";"Rural";"50 - 55  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"35.912296, -79.707794"
"3044";142;143;"No";"20-24";22;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Asheville";"Buncombe";"No";"01-01-03";2009-04-22;"Motorist Right Turn / Merge";9;"Intersection";"01-04-01";1-01-01 09:58:58;"Motorist Right Turn - Same Direction";111213;2009;"B: Evident Injury";"Commercial";"40-49";49;"No";"21-25 mph";"Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"US Route";"Dry";"Two-Way, Not Divided";"None";"Other";"Coarse Asphalt";"Mountains";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.600124, -82.55402"
"3045";143;144;"Yes";"15-Nov";11;"No";"Not Applicable";"B: Evident Injury";"Driveway / Alley";"White";"Female";"Emerald Isle";"Carteret";"No";"01-01-06";2009-04-25;"Bicyclist Failed to Yield - Midblock";8;"Non-Intersection";"01-04-01";1-01-01 08:56:58;"Bicyclist Ride Out - Residential Driveway";353311;2009;"B: Evident Injury";"Commercial";"40-49";46;"No";"11-15 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Driveway, Public";"Coarse Asphalt";"Coastal";"Rural";"20 - 25  MPH";"No Control Present";"Clear";"No";"34.665237, -77.0165"
"3046";152;153;"Yes";"60-69";60;"No";"Facing Traffic";"C: Possible Injury";"Bike Lane / Paved Shoulder";"White";"Female";"None - Rural Crash";"New Hanover";"No";"01-01-05";2009-05-08;"Motorist Failed to Yield - Sign-Controlled Intersection";18;"Intersection";"01-05-01";1-01-01 18:49:58;"Motorist Drive Out - Sign-Controlled Intersection";122141;2009;"C: Possible Injury";"Residential";"0-19";19;"No";"0-5 mph";"O: No Injury";"Black";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Public Vehicular Area";"Dry";"Two-Way, Not Divided";"None";"T-Intersection";"Smooth Asphalt";"Coastal";"Rural";"5 - 15 MPH";"Stop Sign";"Clear";"No";"34.15338, -77.90628"
"3047";156;157;"Yes";"30-39";30;"No";"Facing Traffic";"O: No Injury";"Travel Lane";"White";"Female";"Statesville";"Iredell";"No";"01-01-04";2009-04-30;"Motorist Overtaking Bicyclist";19;"Non-Intersection";"01-04-01";1-01-01 19:24:58;"Motorist Overtaking - Bicyclist Swerved";312235;2009;"B: Evident Injury";"Commercial";"0-19";16;"No";"31-35 mph";"B: Evident Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.775608, -80.86939"
"3048";160;161;"Yes";"10-Jun";7;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Durham";"Durham";"No";"01-01-05";2009-05-01;"Bicyclist Left Turn / Merge";16;"Non-Intersection";"01-05-01";1-01-01 16:14:58;"Bicyclist Left Turn - Same Direction";311221;2009;"C: Possible Injury";"Residential";"40-49";41;"No";"11-15 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Grade";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.99807, -78.86978"
"3049";165;166;"Yes";"15-Nov";12;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Nash";"No";"01-01-05";2009-05-01;"Backing Vehicle";21;"Non-Intersection";"01-05-01";1-01-01 21:09:58;"Backing Vehicle";311600;2009;"C: Possible Injury";"Residential";"30-39";31;"No";"0-5 mph";"O: No Injury";"Hispanic";"Male";"Van";"No";"No";"Dark -  Lighting";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Private Road, Driveway";"Dry";"Two-Way, Not Divided";"None";"Driveway, Private";"Coarse Asphalt";"Coastal";"Rural";"5 - 15 MPH";"No Control Present";"Clear";"No";"35.896248, -77.86056"
"3050";168;169;"Yes";"20-24";20;"No";"Facing Traffic";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Female";"Raleigh";"Wake";"No";"01-01-04";2009-04-16;"Motorist Failed to Yield - Signalized Intersection";9;"Intersection";"01-04-01";1-01-01 09:51:58;"Motorist Drive Out - Signalized Intersection";132152;2009;"C: Possible Injury";"Commercial";"50-59";51;"No";"0-5 mph";"O: No Injury";"White";"Female";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"One-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop And Go Signal";"Clear";"No";"35.778374, -78.64024"
"3051";174;175;"Yes";"40-49";41;"No";"With Traffic";"Injury";"Travel Lane";"White";"Female";"Shelby";"Cleveland";"No";"01-01-06";2009-05-09;"Motorist Failed to Yield - Sign-Controlled Intersection";10;"Intersection";"01-05-01";1-01-01 10:16:58;"Motorist Drive Out - Sign-Controlled Intersection";111141;2009;"O: No Injury";"Residential";"70+";NA;"No";"11-15 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Mountains";"Urban";"30 - 35  MPH";"Stop Sign";"Clear";"No";"35.284695, -81.562065"
"3052";182;183;"No";"16-19";17;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Hickory";"Catawba";"No";"01-01-02";2009-05-12;"Motorist Overtaking Bicyclist";21;"Non-Intersection";"01-05-01";1-01-01 21:06:58;"Motorist Overtaking - Misjudged Space";311232;2009;"B: Evident Injury";"Residential";NA;NA;"No";"41-45 mph";"Injury";"/Missing";NA;"Passenger Car";"No";"Yes";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"No Control Present";"Clear";"No";"35.77979, -81.29472"
"3053";184;185;"No";"30-39";39;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"Huntersville";"Mecklenburg";"No";"01-01-02";2009-05-12;"Motorist Overtaking Bicyclist";19;"Intersection";"01-05-01";1-01-01 19:55:58;"Motorist Overtaking - Misjudged Space";111232;2009;"C: Possible Injury";"Residential";"30-39";37;"No";NA;"O: No Injury";"White";"Female";NA;"No";"Yes";"Daylight";"Mixed (30% To 70% Developed)";"2 lanes";2;"Straight - Grade";"NC Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"35.39871, -80.83822"
"3054";188;189;"Yes";"16-19";19;"No";"With Traffic";"Injury";"Travel Lane";"/Missing";NA;"Rocky Mount";"Edgecombe";"No";"01-01-02";2009-04-21;"Other / Unusual Circumstances";20;"Non-Intersection";"01-04-01";1-01-01 20:05:58;"Motorist Intentionally Caused";311510;2009;"C: Possible Injury";"Residential";"0-19";19;"No";"31-35 mph";"C: Possible Injury";"Asian";"Male";"Sport Utility";"No";"Yes";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Urban";"30 - 35  MPH";"No Control Present";"Rain";"No";"35.924282, -77.78992"
"3055";193;194;"Yes";"20-24";21;"No";"Not Applicable";"C: Possible Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Kannapolis";"Rowan";"No";NA;2009-05-18;"Motorist Failed to Yield - Midblock";13;"Non-Intersection";"01-05-01";1-01-01 13:41:58;"Motorist Drive Out - Residential Driveway";333321;2009;"C: Possible Injury";"Commercial";"40-49";43;"No";"0-5 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"NC Route";"Dry";NA;"None";"Driveway, Public";"Smooth Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.50998, -80.61559"
"3056";202;203;"Yes";"25-29";25;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Fayetteville";"Cumberland";"No";"01-01-07";2009-05-31;"Bicyclist Failed to Yield - Sign-Controlled Intersection";12;"Intersection";"01-05-01";1-01-01 12:31:58;"Bicyclist Ride Out - Sign-Controlled Intersection";111142;2009;"B: Evident Injury";"Residential";"30-39";30;"No";"21-25 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Concrete";"Coastal";"Urban";"20 - 25  MPH";"Stop Sign";"Clear";"No";"35.097603, -78.95288"
"3057";207;208;"No";"20-24";21;"No";"Not Applicable";"O: No Injury";"Other";"Black";"Male";"Fayetteville";"Cumberland";"No";"01-01-03";2009-05-20;"Bicyclist Failed to Yield - Midblock";21;"Non-Intersection";"01-05-01";1-01-01 21:45:58;"Bicyclist Ride Out - Midblock -";383319;2009;"O: No Injury";"Commercial";"70+";NA;"No";"16-20 mph";"O: No Injury";"Black";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Concrete";"Coastal";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"35.053764, -78.8665"
"3058";208;209;"Yes";"0-5";5;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Female";"Oak Island";"Brunswick";"No";"01-01-07";2009-05-17;"Bicyclist Failed to Yield - Midblock";12;"Non-Intersection";"01-05-01";1-01-01 12:09:58;"Bicyclist Ride Out - Other Midblock";311318;2009;"B: Evident Injury";"Residential";"25-29";28;"No";"36-40 mph";"O: No Injury";"White";"Female";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Coastal";"Urban";"30 - 35  MPH";"No Control Present";"Clear";"No";"33.920334, -78.128624"
"3059";211;212;"Yes";"40-49";42;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"High Point";"Guilford";"No";"01-01-05";2009-05-15;"Motorist Left Turn / Merge";22;"Intersection";"01-05-01";1-01-01 22:38:58;"Motorist Left Turn - Opposite Direction";111212;2009;"B: Evident Injury";"Commercial";"0-19";18;"No";"31-35 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Dark - Lighted Roadway";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Coarse Asphalt";"Piedmont";"Urban";"30 - 35  MPH";"Stop Sign";"Cloudy";"No";"35.987892, -80.02494"
"3060";212;213;"Yes";"15-Nov";13;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Chapel Hill";"Orange";"No";"01-01-06";2009-05-16;"Bicyclist Overtaking Motorist";15;"Non-Intersection";"01-05-01";1-01-01 15:12:58;"Bicyclist Overtaking - Passing on Right";311241;2009;"B: Evident Injury";"Commercial";"40-49";44;"No";NA;"O: No Injury";"White";"Female";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop And Go Signal";"Clear";"No";"35.914276, -79.052704"
"3061";215;216;"No";"30-39";38;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Union";"No";"01-01-02";2009-05-19;"Motorist Right Turn / Merge";15;"Non-Intersection";"01-05-01";1-01-01 15:14:58;"Motorist Right Turn - Same Direction";311213;2009;"C: Possible Injury";"Residential";"0-19";17;"No";"11-15 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"State Secondary Route";"Dry";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Rural";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Clear";"No";"35.056263, -80.73439"
"3062";224;225;"Yes";"16-19";16;"No";"With Traffic";"C: Possible Injury";"Travel Lane";"Black";"Male";"Kenly";"Johnston";"No";"01-01-06";2009-06-06;"Motorist Left Turn / Merge";13;"Intersection";"01-06-01";1-01-01 13:24:58;"Motorist Left Turn - Opposite Direction";111212;2009;"C: Possible Injury";"Residential";"70+";NA;"No";"0-5 mph";"O: No Injury";"White";"Male";"Pickup";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Unprotected Median";"None";"No Special Feature";"Coarse Asphalt";"Coastal";"Rural";"30 - 35  MPH";"Stop Sign";"Cloudy";"No";"35.596935, -78.12538"
"3063";225;226;"Yes";"20-24";20;"No";"Not Applicable";"B: Evident Injury";"Travel Lane";"White";"Male";"Cary";"Wake";"No";"01-01-06";2009-06-06;"Non-Roadway";13;"Non-Roadway";"01-06-01";1-01-01 13:06:58;"Non-Roadway";410910;2009;"B: Evident Injury";"Commercial";"40-49";41;"No";"6-10 mph";"O: No Injury";"White";"Male";"Sport Utility";"No";"No";"Daylight";"Urban (>70% Developed)";NA;2;"Straight - Level";"Public Vehicular Area";"Dry";"Two-Way, Not Divided";"None";"Alley Intersection";"Smooth Asphalt";"Piedmont";"Urban";"5 - 15 MPH";"No Control Present";"Clear";"No";"35.785946, -78.87347"
"3064";227;228;"Yes";"40-49";42;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"None - Rural Crash";"Guilford";"No";"01-01-07";2009-05-24;"Motorist Overtaking Bicyclist";9;"Non-Intersection";"01-05-01";1-01-01 09:36:58;"Motorist Overtaking - Misjudged Space";311232;2009;"B: Evident Injury";"Farms, Woods, Pastures";"70+";NA;"No";"41-45 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Rural (<30% Developed)";"2 lanes";2;"Straight - Level";"NC Route";"Wet";"Two-Way, Not Divided";"None";"No Special Feature";"Smooth Asphalt";"Piedmont";"Rural";"40 - 45  MPH";"Double Yellow Line, No Passing Zone";"Cloudy";"No";"35.923332, -79.93904"
"3065";229;230;"No";"15-Nov";13;"No";"Facing Traffic";"B: Evident Injury";"Sidewalk / Crosswalk / Driveway Crossing";"White";"Male";"Cary";"Wake";"No";NA;2009-06-08;"Motorist Right Turn / Merge";14;"Intersection";"01-06-01";1-01-01 14:17:58;"Motorist Right Turn - Same Direction";132213;2009;"B: Evident Injury";"Commercial";NA;NA;"Missing";"0-5 mph";"Injury";"/Missing";NA;"Light Truck (Mini-Van, Panel)";"No";"Yes";"Daylight";"Urban (>70% Developed)";"5 lanes";2;"Straight - Grade";"NC Route";"Dry";"Two-Way, Divided, Unprotected Median";"None";"Four-Way Intersection";"Smooth Asphalt";"Piedmont";"Urban";"40 - 45  MPH";"Stop And Go Signal";"Clear";"No";"35.798923, -78.79616"
"3066";235;236;"Yes";"16-19";18;"No";"Facing Traffic";"B: Evident Injury";"Travel Lane";"White";"Male";"Southern Pines";"Moore";"No";"01-01-03";2009-05-27;"Bicyclist Failed to Yield - Sign-Controlled Intersection";14;"Intersection";"01-05-01";1-01-01 14:56:58;"Bicyclist Ride Through - Sign-Controlled Intersection";112144;2009;"B: Evident Injury";"Commercial";"70+";NA;"No";"16-20 mph";"O: No Injury";"White";"Female";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"4 lanes";2;"Straight - Level";"Local Street";"Dry";"Two-Way, Divided, Positive Median Barrier";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop Sign";"Cloudy";"No";"35.174446, -79.3906"
"3067";246;247;"Yes";"20-24";24;"No";"With Traffic";"B: Evident Injury";"Travel Lane";"Black";"Male";"Salisbury";"Rowan";"No";"01-01-04";2009-06-11;"Bicyclist Failed to Yield - Sign-Controlled Intersection";17;"Intersection";"01-06-01";1-01-01 17:24:58;"Bicyclist Ride Through - Sign-Controlled Intersection";111144;2009;"B: Evident Injury";"Residential";"0-19";19;"No";"21-25 mph";"O: No Injury";"White";"Male";"Passenger Car";"No";"No";"Daylight";"Urban (>70% Developed)";"2 lanes";2;"Straight - Level";"Local Street";"Wet";"Two-Way, Not Divided";"None";"Four-Way Intersection";"Coarse Asphalt";"Piedmont";"Urban";"20 - 25  MPH";"Stop Sign";"Cloudy";"No";"35.6646, -80.46022"
